"General_phylogeny"	"Common_name"	"Family"	"Genus"	"Species"	"Notes"	"Sequencing_Type"	"Paper"	"Accession"	"Multi_species_accession"	"Run"	"is.subset"	"primerset"
"Ape"	"gorilla"	"Hominidae"	"gorilla"	"gorilla beringei"	NA	"ITS2"	"sharma2022"	"PRJNA686661"	TRUE	"M1_009"	NA	"ITS3:ITS4"
"Ape"	"gorilla"	"Hominidae"	"gorilla"	"gorilla beringei"	NA	"ITS2"	"sharma2022"	"PRJNA686661"	TRUE	"M2_009"	NA	"ITS3:ITS4"
"Ape"	"gorilla"	"Hominidae"	"gorilla"	"gorilla beringei"	NA	"ITS2"	"sharma2022"	"PRJNA686661"	TRUE	"M3_009"	NA	"ITS3:ITS4"
"Ape"	"gorilla"	"Hominidae"	"gorilla"	"gorilla beringei"	NA	"ITS2"	"sharma2022"	"PRJNA686661"	TRUE	"M4_009"	NA	"ITS3:ITS4"
"Ape"	"gorilla"	"Hominidae"	"gorilla"	"gorilla beringei"	NA	"ITS2"	"sharma2022"	"PRJNA686661"	TRUE	"M5_009"	NA	"ITS3:ITS4"
"Ape"	"gorilla"	"Hominidae"	"gorilla"	"gorilla beringei"	NA	"ITS2"	"sharma2022"	"PRJNA686661"	TRUE	"M7_009"	NA	"ITS3:ITS4"
"Ape"	"gorilla"	"Hominidae"	"gorilla"	"gorilla beringei"	NA	"ITS2"	"sharma2022"	"PRJNA686661"	TRUE	"H10_E05_010"	NA	"ITS3:ITS4"
"Ape"	"gorilla"	"Hominidae"	"gorilla"	"gorilla beringei"	NA	"ITS2"	"sharma2022"	"PRJNA686661"	TRUE	"H2_010"	NA	"ITS3:ITS4"
"Ape"	"gorilla"	"Hominidae"	"gorilla"	"gorilla beringei"	NA	"ITS2"	"sharma2022"	"PRJNA686661"	TRUE	"H3_010"	NA	"ITS3:ITS4"
"Ape"	"gorilla"	"Hominidae"	"gorilla"	"gorilla beringei"	NA	"ITS2"	"sharma2022"	"PRJNA686661"	TRUE	"H4_010"	NA	"ITS3:ITS4"
"Ape"	"gorilla"	"Hominidae"	"gorilla"	"gorilla beringei"	NA	"ITS2"	"sharma2022"	"PRJNA686661"	TRUE	"H5_010"	NA	"ITS3:ITS4"
"Ape"	"gorilla"	"Hominidae"	"gorilla"	"gorilla beringei"	NA	"ITS2"	"sharma2022"	"PRJNA686661"	TRUE	"H6_010"	NA	"ITS3:ITS4"
"Ape"	"gorilla"	"Hominidae"	"gorilla"	"gorilla beringei"	NA	"ITS2"	"sharma2022"	"PRJNA686661"	TRUE	"H7_010"	NA	"ITS3:ITS4"
"Ape"	"gorilla"	"Hominidae"	"gorilla"	"gorilla beringei"	NA	"ITS2"	"sharma2022"	"PRJNA686661"	TRUE	"H9_010"	NA	"ITS3:ITS4"
"Ape"	"gorilla"	"Hominidae"	"gorilla"	"gorilla gorilla"	"mann 2020 and gomez"	"ITS2"	"sharma2022"	"PRJNA686661"	TRUE	"33_009"	NA	"ITS3:ITS4"
"Ape"	"gorilla"	"Hominidae"	"gorilla"	"gorilla gorilla"	"mann 2020 and gomez"	"ITS2"	"sharma2022"	"PRJNA686661"	TRUE	"46_009"	NA	"ITS3:ITS4"
"Ape"	"gorilla"	"Hominidae"	"gorilla"	"gorilla gorilla"	"mann 2020 and gomez"	"ITS2"	"sharma2022"	"PRJNA686661"	TRUE	"61_009"	NA	"ITS3:ITS4"
"Ape"	"gorilla"	"Hominidae"	"gorilla"	"gorilla gorilla"	"mann 2020 and gomez"	"ITS2"	"sharma2022"	"PRJNA686661"	TRUE	"68_011"	NA	"ITS3:ITS4"
"Ape"	"gorilla"	"Hominidae"	"gorilla"	"gorilla gorilla"	"mann 2020 and gomez"	"ITS2"	"sharma2022"	"PRJNA686661"	TRUE	"77_009"	NA	"ITS3:ITS4"
"Ape"	"gorilla"	"Hominidae"	"gorilla"	"gorilla gorilla"	"mann 2020 and gomez"	"ITS2"	"sharma2022"	"PRJNA686661"	TRUE	"122_011"	NA	"ITS3:ITS4"
"Ape"	"gorilla"	"Hominidae"	"gorilla"	"gorilla gorilla"	"mann 2020 and gomez"	"ITS2"	"sharma2022"	"PRJNA686661"	TRUE	"157_009"	NA	"ITS3:ITS4"
"Ape"	"gorilla"	"Hominidae"	"gorilla"	"gorilla gorilla"	"mann 2020 and gomez"	"ITS2"	"sharma2022"	"PRJNA686661"	TRUE	"1_Mata_1_009"	NA	"ITS3:ITS4"
"Ape"	"gorilla"	"Hominidae"	"gorilla"	"gorilla gorilla"	"mann 2020 and gomez"	"ITS2"	"sharma2022"	"PRJNA686661"	TRUE	"10_Sopo_009"	NA	"ITS3:ITS4"
"Ape"	"gorilla"	"Hominidae"	"gorilla"	"gorilla gorilla"	"mann 2020 and gomez"	"ITS2"	"sharma2022"	"PRJNA686661"	TRUE	"12_Makumba_009"	NA	"ITS3:ITS4"
"Ape"	"gorilla"	"Hominidae"	"gorilla"	"gorilla gorilla"	"mann 2020 and gomez"	"ITS2"	"sharma2022"	"PRJNA686661"	TRUE	"16Susa_011"	NA	"ITS3:ITS4"
"Ape"	"gorilla"	"Hominidae"	"gorilla"	"gorilla gorilla"	"mann 2020 and gomez"	"ITS2"	"sharma2022"	"PRJNA686661"	TRUE	"17_Mayele_009"	NA	"ITS3:ITS4"
"Ape"	"gorilla"	"Hominidae"	"gorilla"	"gorilla gorilla"	"mann 2020 and gomez"	"ITS2"	"sharma2022"	"PRJNA686661"	TRUE	"18Lungu_011"	NA	"ITS3:ITS4"
"Ape"	"gorilla"	"Hominidae"	"gorilla"	"gorilla gorilla"	"mann 2020 and gomez"	"ITS2"	"sharma2022"	"PRJNA686661"	TRUE	"20_Lungu_009"	NA	"ITS3:ITS4"
"Ape"	"gorilla"	"Hominidae"	"gorilla"	"gorilla gorilla"	"mann 2020 and gomez"	"ITS2"	"sharma2022"	"PRJNA686661"	TRUE	"21Mapoki_011"	NA	"ITS3:ITS4"
"Ape"	"gorilla"	"Hominidae"	"gorilla"	"gorilla gorilla"	"mann 2020 and gomez"	"ITS2"	"sharma2022"	"PRJNA686661"	TRUE	"22_Susa_009"	NA	"ITS3:ITS4"
"Ape"	"gorilla"	"Hominidae"	"gorilla"	"gorilla gorilla"	"mann 2020 and gomez"	"ITS2"	"sharma2022"	"PRJNA686661"	TRUE	"23Mongali7516_011"	NA	"ITS3:ITS4"
"Ape"	"gorilla"	"Hominidae"	"gorilla"	"gorilla gorilla"	"mann 2020 and gomez"	"ITS2"	"sharma2022"	"PRJNA686661"	TRUE	"24_Mongali_009"	NA	"ITS3:ITS4"
"Ape"	"gorilla"	"Hominidae"	"gorilla"	"gorilla gorilla"	"mann 2020 and gomez"	"ITS2"	"sharma2022"	"PRJNA686661"	TRUE	"25_Mayele_009"	NA	"ITS3:ITS4"
"Ape"	"gorilla"	"Hominidae"	"gorilla"	"gorilla gorilla"	"mann 2020 and gomez"	"ITS2"	"sharma2022"	"PRJNA686661"	TRUE	"28Wiya_011"	NA	"ITS3:ITS4"
"Ape"	"gorilla"	"Hominidae"	"gorilla"	"gorilla gorilla"	"mann 2020 and gomez"	"ITS2"	"sharma2022"	"PRJNA686661"	TRUE	"3_Mama_ti_mio_009"	NA	"ITS3:ITS4"
"Ape"	"gorilla"	"Hominidae"	"gorilla"	"gorilla gorilla"	"mann 2020 and gomez"	"ITS2"	"sharma2022"	"PRJNA686661"	TRUE	"30_Duma_009"	NA	"ITS3:ITS4"
"Ape"	"gorilla"	"Hominidae"	"gorilla"	"gorilla gorilla"	"mann 2020 and gomez"	"ITS2"	"sharma2022"	"PRJNA686661"	TRUE	"4_Mio_1_009"	NA	"ITS3:ITS4"
"Ape"	"gorilla"	"Hominidae"	"gorilla"	"gorilla gorilla"	"mann 2020 and gomez"	"ITS2"	"sharma2022"	"PRJNA686661"	TRUE	"5Malui_011"	NA	"ITS3:ITS4"
"Ape"	"gorilla"	"Hominidae"	"gorilla"	"gorilla gorilla"	"mann 2020 and gomez"	"ITS2"	"sharma2022"	"PRJNA686661"	TRUE	"6_samba_009"	NA	"ITS3:ITS4"
"Ape"	"gorilla"	"Hominidae"	"gorilla"	"gorilla gorilla"	"mann 2020 and gomez"	"ITS2"	"sharma2022"	"PRJNA686661"	TRUE	"7_Tembo_009"	NA	"ITS3:ITS4"
