Feature ID	taxonomy
OTU_31128	k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Tremellales; f__Trimorphomycetaceae; g__Carlosrosaea
OTU_3113	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Cyphellophoraceae; g__Cyphellophora
OTU_31137	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__NA; f__NA; g__NA
OTU_3115	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Clavariaceae; g__Clavulinopsis
OTU_31161	k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Diversisporales; f__Diversisporaceae; g__Diversispora
OTU_31166	k__Fungi; p__Basidiomycota; c__Malasseziomycetes; o__Malasseziales; f__Malasseziaceae; g__Malassezia
OTU_31180	k__Fungi; p__Basidiomycota; c__Malasseziomycetes; o__Malasseziales; f__Malasseziaceae; g__Malassezia
OTU_3119	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Didymosphaeriaceae; g__NA
OTU_31197	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Saccharomycetaceae; g__Kazachstania
OTU_3121	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Phaeosphaeriaceae; g__NA
OTU_31210	k__Fungi; p__Basidiomycota; c__Malasseziomycetes; o__Malasseziales; f__Malasseziaceae; g__Malassezia
OTU_31218	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Stachybotryaceae; g__Paramyrothecium
OTU_31220	k__Fungi; p__Ascomycota; c__NA; o__NA; f__NA; g__NA
OTU_31225	k__Fungi; p__Ascomycota; c__NA; o__NA; f__NA; g__NA
OTU_3124	k__Fungi; p__NA; c__NA; o__NA; f__NA; g__NA
OTU_31243	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Aspergillaceae; g__Penicillium
OTU_3125	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Hymenochaetales; f__Schizoporaceae; g__NA
OTU_31250	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Chaetosphaeriales; f__Chaetosphaeriaceae; g__Verhulstia
OTU_31252	k__Fungi; p__Basidiomycota; c__Malasseziomycetes; o__Malasseziales; f__Malasseziaceae; g__Malassezia
OTU_31258	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Polyporales; f__Ganodermataceae; g__Ganoderma
OTU_3126	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Polyporales; f__Polyporaceae; g__Lentinus
OTU_31260	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Saccharomycetaceae; g__Kazachstania
OTU_31262	k__Fungi; p__Ascomycota; c__Lecanoromycetes; o__NA; f__NA; g__NA
OTU_31293	k__Fungi; p__Ascomycota; c__Ascomycota_cls_Incertae_sedis; o__Ascomycota_ord_Incertae_sedis; f__Ascomycota_fam_Incertae_sedis; g__Goidanichiella
OTU_31294	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Bionectriaceae; g__Paracylindrocarpon
OTU_3130	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Ophiocordycipitaceae; g__Purpureocillium
OTU_3132	k__Fungi; p__Ascomycota; c__NA; o__NA; f__NA; g__NA
OTU_31327	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Hypocreaceae; g__Hypocreopsis
OTU_31352	k__Fungi; p__Ascomycota; c__NA; o__NA; f__NA; g__NA
OTU_3137	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Saccharomycetales_fam_Incertae_sedis; g__Candida
OTU_3138	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Aspergillaceae; g__Penicillium
OTU_31399	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Myriangiales; f__NA; g__NA
OTU_3140	k__Fungi; p__Basidiomycota; c__Cystobasidiomycetes; o__Sakaguchiales; f__Sakaguchiaceae; g__Sakaguchia
OTU_31407	k__Fungi; p__Basidiomycota; c__Wallemiomycetes; o__Wallemiales; f__Wallemiaceae; g__Wallemia
OTU_3142	k__Fungi; p__NA; c__NA; o__NA; f__NA; g__NA
OTU_31430	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__NA; g__NA
OTU_3145	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Roussoellaceae; g__Roussoella
OTU_31463	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Saccharomycetaceae; g__Zygotorulaspora
OTU_3147	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Aspergillaceae; g__Penicillium
OTU_31472	k__Fungi; p__Basidiomycota; c__Cystobasidiomycetes; o__Cystobasidiales; f__Cystobasidiaceae; g__Cystobasidium
OTU_3148	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Aspergillaceae; g__Aspergillus
OTU_3149	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Glomerellales; f__Plectosphaerellaceae; g__Plectosphaerella
OTU_31490	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Chaetosphaeriales; f__Chaetosphaeriaceae; g__Neopseudolachnella
OTU_31494	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Amphisphaeriales; f__Castanediellaceae; g__Castanediella
OTU_315	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Aspergillaceae; g__Penicillium
OTU_31502	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__NA; g__NA
OTU_31509	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Aspergillaceae; g__NA
OTU_31521	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Hypocreaceae; g__NA
OTU_3156	k__Fungi; p__Ascomycota; c__Lecanoromycetes; o__Lecanorales; f__Scoliciosporaceae; g__Scoliciosporum
OTU_3158	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Xylariales; f__Hypoxylaceae; g__Hypoxylon
OTU_316	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Psathyrellaceae; g__Parasola
OTU_31600	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Hypocreaceae; g__Trichoderma
OTU_3161	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Xylariales; f__Cainiaceae; g__Cainia
OTU_3162	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Dipodascaceae; g__Geotrichum
OTU_31629	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Pichiaceae; g__Pichia
OTU_3163	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Pichiaceae; g__Pichia
OTU_31631	k__Fungi; p__Ascomycota; c__Lecanoromycetes; o__NA; f__NA; g__NA
OTU_3164	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__NA; g__NA
OTU_31645	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Dothideomycetes_ord_Incertae_sedis; f__Dothideomycetes_fam_Incertae_sedis; g__Soloacrosporiella
OTU_31647	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Pichiaceae; g__Saturnispora
OTU_3165	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; f__NA; g__NA
OTU_31652	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Aspergillaceae; g__NA
OTU_31658	k__Fungi; p__Ascomycota; c__NA; o__NA; f__NA; g__NA
OTU_3166	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Lycoperdaceae; g__Calvatia
OTU_3167	k__Fungi; p__Ascomycota; c__NA; o__NA; f__NA; g__NA
OTU_3169	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Diaporthales; f__NA; g__NA
OTU_317	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Botryosphaeriales; f__Botryosphaeriaceae; g__Lasiodiplodia
OTU_3172	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__NA; g__NA
OTU_31746	k__Fungi; p__Ascomycota; c__Lecanoromycetes; o__Peltigerales; f__Collemataceae; g__NA
OTU_3175	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Nectriaceae; g__Fusarium
OTU_3176	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Nectriaceae; g__Cylindrocladiella
OTU_31777	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Dipodascaceae; g__NA
OTU_31783	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Aspergillaceae; g__Penicillium
OTU_31785	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Dipodascaceae; g__Geotrichum
OTU_31788	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__NA; g__NA
OTU_3180	k__Fungi; p__Ascomycota; c__NA; o__NA; f__NA; g__NA
OTU_31800	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; f__NA; g__NA
OTU_31806	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Aspergillaceae; g__Penicillium
OTU_31817	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Metschnikowiaceae; g__NA
OTU_31864	k__Fungi; p__Basidiomycota; c__NA; o__NA; f__NA; g__NA
OTU_31867	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Botryosphaeriales; f__Botryosphaeriaceae; g__Lasiodiplodia
OTU_31869	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Marasmiaceae; g__Marasmius
OTU_3187	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__NA; g__NA
OTU_31878	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Microascales; f__Microascaceae; g__NA
OTU_31893	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__NA; g__NA
OTU_319	k__Fungi; p__Ascomycota; c__Pezizomycotina_cls_Incertae_sedis; o__Pezizomycotina_ord_Incertae_sedis; f__Pezizomycotina_fam_Incertae_sedis; g__Ramoacrodictys
OTU_31913	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Aspergillaceae; g__Aspergillus
OTU_31923	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Trichomeriaceae; g__Knufia
OTU_31925	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Trichomeriaceae; g__NA
OTU_3193	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Didymosphaeriaceae; g__NA
OTU_31968	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Saccharomycetaceae; g__Kazachstania
OTU_3197	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Glomerellales; f__Plectosphaerellaceae; g__Verticillium
OTU_3198	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Pleosporaceae; g__Curvularia
OTU_31981	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__NA; g__NA
OTU_31984	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Saccharomycetaceae; g__Kazachstania
OTU_31988	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Debaryomycetaceae; g__Meyerozyma
OTU_31991	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Saccharomycetaceae; g__Kazachstania
OTU_31996	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Saccharomycetaceae; g__Kazachstania
OTU_32	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Didymosphaeriaceae; g__Letendraea
OTU_32006	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__NA; g__NA
OTU_3201	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Trichomonascaceae; g__Zygoascus
OTU_32034	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Saccharomycetaceae; g__Kazachstania
OTU_32039	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Aspergillaceae; g__Penicillium
OTU_32045	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Nectriaceae; g__Fusarium
OTU_32049	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Nectriaceae; g__Fusarium
OTU_3205	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Amphisphaeriales; f__Beltraniaceae; g__Beltraniella
OTU_32052	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Amphisphaeriales; f__Apiosporaceae; g__Nigrospora
OTU_32058	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Pezizellaceae; g__Nagrajchalara
OTU_3206	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Aspergillaceae; g__Penicillium
OTU_3207	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__NA; g__NA
OTU_321	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__NA; g__NA
OTU_3210	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Stachybotryaceae; g__Striaticonidium
OTU_32100	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Amphisphaeriales; f__Apiosporaceae; g__Nigrospora
OTU_32103	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Amphisphaeriales; f__Sporocadaceae; g__Pestalotiopsis
OTU_3211	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Phaffomycetaceae; g__Cyberlindnera
OTU_32111	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Saccharomycetaceae; g__Kazachstania
OTU_32115	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Clavicipitaceae; g__Corallocytostroma
OTU_3213	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Chaetomiaceae; g__Trichocladium
OTU_32130	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Clavicipitaceae; g__Corallocytostroma
OTU_32131	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Clavicipitaceae; g__Corallocytostroma
OTU_32132	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Debaryomycetaceae; g__Meyerozyma
OTU_32140	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Clavicipitaceae; g__Corallocytostroma
OTU_32142	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Clavicipitaceae; g__Corallocytostroma
OTU_32149	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Clavicipitaceae; g__Corallocytostroma
OTU_32159	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Saccharomycetaceae; g__Kazachstania
OTU_3216	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Xylariales; f__Hypoxylaceae; g__Hypoxylon
OTU_32160	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Clavicipitaceae; g__Corallocytostroma
OTU_32161	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Clavicipitaceae; g__Corallocytostroma
OTU_32162	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Clavicipitaceae; g__Corallocytostroma
OTU_32167	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Clavicipitaceae; g__Corallocytostroma
OTU_3217	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__NA; g__NA
OTU_32170	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Clavicipitaceae; g__Corallocytostroma
OTU_32178	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Clavicipitaceae; g__Corallocytostroma
OTU_32179	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Hysterangiales; f__NA; g__NA
OTU_32180	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Saccharomycetaceae; g__Kazachstania
OTU_32184	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Saccharomycetaceae; g__Kazachstania
OTU_32185	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Clavicipitaceae; g__Corallocytostroma
OTU_32186	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Saccharomycetaceae; g__Kazachstania
OTU_32187	k__Fungi; p__Basidiomycota; c__Ustilaginomycetes; o__Ustilaginales; f__Ustilaginaceae; g__Sporisorium
OTU_32189	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Clavicipitaceae; g__Corallocytostroma
OTU_3219	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Pleosporaceae; g__Bipolaris
OTU_32191	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Clavicipitaceae; g__Corallocytostroma
OTU_32192	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Saccharomycetaceae; g__Kazachstania
OTU_32193	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Clavicipitaceae; g__Corallocytostroma
OTU_32195	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Aspergillaceae; g__Aspergillus
OTU_32196	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Clavicipitaceae; g__Corallocytostroma
OTU_322	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Dothideales; f__Saccotheciaceae; g__Aureobasidium
OTU_32208	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Clavicipitaceae; g__Corallocytostroma
OTU_32209	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Clavicipitaceae; g__Corallocytostroma
OTU_3221	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Didymellaceae; g__NA
OTU_32210	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Clavicipitaceae; g__Corallocytostroma
OTU_32214	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__NA; g__NA
OTU_32215	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__NA; g__NA
OTU_32219	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__NA; g__NA
OTU_3225	k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Trichosporonales; f__Trichosporonaceae; g__Trichosporon
OTU_32256	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Cladosporiales; f__Cladosporiaceae; g__Cladosporium
OTU_3226	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Saccharomycetales_fam_Incertae_sedis; g__Candida
OTU_32279	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Mycosphaerellales; f__Teratosphaeriaceae; g__Readeriella
OTU_3229	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Polyporales; f__NA; g__NA
OTU_32291	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Mycosphaerellales; f__Teratosphaeriaceae; g__Readeriella
OTU_3230	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Agaricales_fam_Incertae_sedis; g__NA
OTU_32304	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Diaporthales; f__Schizoparmaceae; g__Coniella
OTU_3231	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__NA; f__NA; g__NA
OTU_32317	k__Fungi; p__Ascomycota; c__NA; o__NA; f__NA; g__NA
OTU_3232	k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Tremellales; f__Rhynchogastremaceae; g__Rhynchogastrema
OTU_3233	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Aspergillaceae; g__Penicillium
OTU_32330	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Amphisphaeriales; f__Apiosporaceae; g__Nigrospora
OTU_32342	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Nectriaceae; g__Fusarium
OTU_3235	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Clavicipitaceae; g__Corallocytostroma
OTU_32353	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Amphisphaeriales; f__Apiosporaceae; g__Nigrospora
OTU_3238	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Occultibambusaceae; g__Neooccultibambusa
OTU_32388	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Amphisphaeriales; f__Apiosporaceae; g__Nigrospora
OTU_3239	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__NA; g__NA
OTU_32415	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Amphisphaeriales; f__Apiosporaceae; g__Nigrospora
OTU_32417	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Xylariales; f__Hypoxylaceae; g__Hypoxylon
OTU_32425	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Nectriaceae; g__Gliocladiopsis
OTU_3246	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Aspergillaceae; g__Penicillium
OTU_32463	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Sordariaceae; g__Neurospora
OTU_32471	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Xylariales; f__NA; g__NA
OTU_3248	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae; g__Exophiala
OTU_32486	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Amphisphaeriales; f__Apiosporaceae; g__Nigrospora
OTU_32487	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Chaetosphaeriales; f__Chaetosphaeriaceae; g__Thozetella
OTU_32488	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Nectriaceae; g__Fusarium
OTU_3249	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Entolomataceae; g__Entoloma
OTU_32498	k__Fungi; p__Ascomycota; c__NA; o__NA; f__NA; g__NA
OTU_32501	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__NA; g__NA
OTU_3251	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Phaeomoniellales; f__Celotheliaceae; g__NA
OTU_32521	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Xylariales; f__NA; g__NA
OTU_32533	k__Fungi; p__Ascomycota; c__Lecanoromycetes; o__Caliciales; f__Caliciaceae; g__Dirinaria
OTU_32562	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Chaetomiaceae; g__Humicola
OTU_32568	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Amphisphaeriales; f__Sporocadaceae; g__NA
OTU_32572	k__Fungi; p__Ascomycota; c__NA; o__NA; f__NA; g__NA
OTU_32582	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Psathyrellaceae; g__Coprinopsis
OTU_32585	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Sebacinales; f__Serendipitaceae; g__Serendipita
OTU_32619	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Didymosphaeriaceae; g__Letendraea
OTU_3263	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Botryosphaeriales; f__Botryosphaeriaceae; g__Lasiodiplodia
OTU_32637	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Saccharomycetaceae; g__Eremothecium
OTU_3264	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Dipodascaceae; g__NA
OTU_3265	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Hypocreaceae; g__Trichoderma
OTU_32661	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Saccharomycetaceae; g__Kazachstania
OTU_32668	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Amphisphaeriales; f__Sporocadaceae; g__Pseudopestalotiopsis
OTU_3267	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Botryosphaeriales; f__Botryosphaeriaceae; g__Sphaeropsis
OTU_32670	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Saccharomycetaceae; g__Kazachstania
OTU_32671	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Amphisphaeriales; f__Apiosporaceae; g__NA
OTU_3268	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__NA; g__NA
OTU_32685	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Podosporaceae; g__Cladorrhinum
OTU_32691	k__Fungi; p__Ascomycota; c__Arthoniomycetes; o__Lichenostigmatales; f__Phaeococcomycetaceae; g__Phaeococcomyces
OTU_327	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Agaricaceae; g__Agaricus
OTU_32703	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Botryosphaeriales; f__Botryosphaeriaceae; g__Lasiodiplodia
OTU_3271	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Amphisphaeriales; f__Sporocadaceae; g__Neopestalotiopsis
OTU_32716	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Amphisphaeriales; f__Sporocadaceae; g__Neopestalotiopsis
OTU_32730	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Debaryomycetaceae; g__Meyerozyma
OTU_32731	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Lasiosphaeriaceae; g__Zopfiella
OTU_32735	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Neoschizotheciaceae; g__Cercophora
OTU_32743	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae; g__Veronaea
OTU_32748	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Saccharomycetaceae; g__Kazachstania
OTU_3275	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Sordariaceae; g__Neurospora
OTU_32750	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Amphisphaeriales; f__Apiosporaceae; g__Nigrospora
OTU_32752	k__Fungi; p__Basidiomycota; c__Ustilaginomycetes; o__Ustilaginales; f__Ustilaginaceae; g__Ustilago
OTU_32757	k__Fungi; p__Basidiomycota; c__Ustilaginomycetes; o__Ustilaginales; f__Ustilaginaceae; g__Ustilago
OTU_32760	k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Tremellales; f__Bulleribasidiaceae; g__Hannaella
OTU_3278	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__NA; g__NA
OTU_32810	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Botryosphaeriales; f__Botryosphaeriaceae; g__Lasiodiplodia
